instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
8201,2011-12-13,4,0,12,8,0,2,1,1,0.2,0.2273,0.69,0.1045,9,391,400
9147,2012-01-22,1,1,1,0,0,0,0,1,0.16,0.1364,0.8,0.2985,1,51,52
8237,2011-12-14,4,0,12,20,0,3,1,2,0.34,0.3485,0.66,0.1045,6,169,175
7517,2011-11-14,4,0,11,19,0,1,1,1,0.6,0.6212,0.53,0.2985,28,274,302
5148,2011-08-07,3,0,8,9,0,0,0,1,0.76,0.7424,0.75,0.1045,82,102,184
9980,2012-02-25,1,1,2,20,0,6,0,1,0.26,0.2121,0.3,0.5522,10,95,105
7621,2011-11-19,4,0,11,3,0,6,0,1,0.26,0.2424,0.48,0.2537,4,11,15
7903,2011-11-30,4,0,11,22,0,3,1,1,0.3,0.2727,0.56,0.2985,5,82,87
8185,2011-12-12,4,0,12,16,0,1,1,2,0.32,0.3333,0.57,0.0896,5,209,214
8015,2011-12-05,4,0,12,14,0,1,1,2,0.46,0.4545,0.67,0.0,7,126,133
6655,2011-10-09,4,0,10,20,0,0,0,1,0.56,0.5303,0.73,0.1045,59,134,193
9058,2012-01-18,1,1,1,7,0,3,1,1,0.32,0.2879,0.42,0.3582,1,262,263
8331,2011-12-18,4,0,12,18,0,0,0,1,0.28,0.2727,0.45,0.19399999999999998,15,123,138
8752,2012-01-05,1,1,1,11,0,4,1,1,0.3,0.3333,0.49,0.0,6,78,84
8430,2011-12-22,1,0,12,21,0,4,1,3,0.42,0.4242,0.71,0.0,2,15,17
8266,2011-12-16,4,0,12,1,0,5,1,1,0.5,0.4848,0.72,0.2239,3,28,31
9208,2012-01-24,1,1,1,13,0,2,1,1,0.34,0.3333,0.87,0.1642,33,170,203
9253,2012-01-26,1,1,1,10,0,4,1,2,0.3,0.303,0.81,0.1343,16,92,108
8780,2012-01-06,1,1,1,15,0,5,1,1,0.52,0.5,0.27,0.2537,44,178,222
8098,2011-12-09,4,0,12,1,0,5,1,1,0.24,0.2879,0.65,0.0,2,12,14
6980,2011-10-23,4,0,10,10,0,0,0,1,0.42,0.4242,0.71,0.0896,104,185,289
8008,2011-12-05,4,0,12,7,0,1,1,1,0.32,0.3485,0.9,0.0,9,274,283
8384,2011-12-20,4,0,12,23,0,2,1,2,0.38,0.3939,0.62,0.0,13,40,53
7959,2011-12-03,4,0,12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,1,10,11
8862,2012-01-10,1,1,1,1,0,2,1,2,0.22,0.2424,0.93,0.1045,2,3,5
8289,2011-12-17,4,0,12,0,0,6,0,1,0.3,0.2879,0.49,0.2836,3,59,62
7904,2011-11-30,4,0,11,23,0,3,1,1,0.28,0.2576,0.52,0.2836,4,46,50
9843,2012-02-20,1,1,2,1,1,1,0,2,0.24,0.2576,0.87,0.0896,3,12,15
9409,2012-02-01,1,1,2,22,0,3,1,1,0.5,0.4848,0.55,0.19399999999999998,7,133,140
9067,2012-01-18,1,1,1,16,0,3,1,1,0.28,0.2273,0.3,0.5224,13,163,176
8855,2012-01-09,1,1,1,18,0,1,1,4,0.2,0.2273,0.86,0.0896,6,158,164
7590,2011-11-17,4,0,11,20,0,4,1,1,0.3,0.2879,0.42,0.2836,7,162,169
9810,2012-02-18,1,1,2,16,0,6,0,1,0.44,0.4394,0.44,0.3284,186,218,404
7761,2011-11-24,4,0,11,23,1,4,0,1,0.34,0.3485,0.76,0.1045,2,19,21
7595,2011-11-18,4,0,11,1,0,5,1,1,0.26,0.2273,0.44,0.3284,0,10,10
9103,2012-01-20,1,1,1,4,0,5,1,1,0.22,0.2424,0.6,0.1045,0,3,3
9800,2012-02-18,1,1,2,6,0,6,0,1,0.24,0.2879,0.7,0.0,1,8,9
8730,2012-01-04,1,1,1,13,0,3,1,2,0.14,0.1212,0.43,0.2537,9,82,91
8318,2011-12-18,4,0,12,5,0,0,0,1,0.2,0.2273,0.59,0.1045,1,4,5
9288,2012-01-27,1,1,1,21,0,5,1,1,0.34,0.2879,0.53,0.5224,8,127,135
9790,2012-02-17,1,1,2,20,0,5,1,1,0.4,0.4091,0.35,0.19399999999999998,13,158,171
9834,2012-02-19,1,1,2,16,0,0,0,2,0.32,0.303,0.45,0.2836,62,150,212
8263,2011-12-15,4,0,12,22,0,4,1,1,0.52,0.5,0.63,0.3284,8,116,124
9272,2012-01-27,1,1,1,5,0,5,1,2,0.42,0.4242,0.94,0.3284,0,24,24
9217,2012-01-24,1,1,1,22,0,2,1,1,0.32,0.3485,0.81,0.0,14,111,125
7993,2011-12-04,4,0,12,16,0,0,0,1,0.42,0.4242,0.58,0.2239,64,266,330
9746,2012-02-16,1,1,2,0,0,4,1,2,0.3,0.303,0.7,0.1343,1,22,23
9467,2012-02-04,1,1,2,8,0,6,0,1,0.24,0.2879,0.87,0.0,4,86,90
8367,2011-12-20,4,0,12,6,0,2,1,2,0.36,0.3788,0.57,0.0,1,71,72
9555,2012-02-08,1,1,2,1,0,3,1,1,0.28,0.2727,0.61,0.1642,1,9,10
8727,2012-01-04,1,1,1,10,0,3,1,1,0.06,0.1061,0.45,0.0,7,57,64
8459,2011-12-24,1,0,12,2,0,6,0,2,0.32,0.3333,0.66,0.0896,4,22,26
9709,2012-02-14,1,1,2,11,0,2,1,2,0.3,0.303,0.45,0.1642,5,107,112
9999,2012-02-26,1,1,2,15,0,0,0,1,0.36,0.3485,0.29,0.0,72,281,353
8362,2011-12-20,4,0,12,1,0,2,1,1,0.36,0.3788,0.53,0.0,0,6,6
8917,2012-01-12,1,1,1,9,0,4,1,1,0.32,0.3333,0.81,0.1045,10,220,230
7678,2011-11-21,4,0,11,12,0,1,1,2,0.5,0.4848,0.77,0.1343,24,138,162
9677,2012-02-13,1,1,2,3,0,1,1,1,0.12,0.1515,0.54,0.1045,0,1,1
9888,2012-02-22,1,1,2,0,0,3,1,1,0.32,0.303,0.66,0.2239,5,19,24
8963,2012-01-14,1,1,1,7,0,6,0,1,0.14,0.1515,0.5,0.1343,0,24,24
8997,2012-01-15,1,1,1,17,0,0,0,1,0.22,0.2121,0.25,0.2537,15,131,146
8179,2011-12-12,4,0,12,10,0,1,1,2,0.22,0.2424,0.69,0.1045,14,91,105
8355,2011-12-19,4,0,12,18,0,1,1,1,0.36,0.3485,0.5,0.19399999999999998,11,343,354
7887,2011-11-30,4,0,11,6,0,3,1,1,0.26,0.2727,0.87,0.1045,3,100,103
8246,2011-12-15,4,0,12,5,0,4,1,2,0.32,0.303,0.7,0.2836,0,24,24
9747,2012-02-16,1,1,2,1,0,4,1,2,0.3,0.3333,0.7,0.0,0,5,5
6787,2011-10-15,4,0,10,8,0,6,0,1,0.46,0.4545,0.59,0.2836,24,101,125
7953,2011-12-03,4,0,12,0,0,6,0,1,0.3,0.2879,0.56,0.2537,10,65,75
9456,2012-02-03,1,1,2,21,0,5,1,1,0.34,0.3485,0.49,0.1045,8,126,134
7550,2011-11-16,4,0,11,4,0,3,1,2,0.44,0.4394,1.0,0.2239,1,3,4
9671,2012-02-12,1,1,2,21,0,0,0,1,0.14,0.1212,0.43,0.2985,0,36,36
6009,2011-09-12,3,0,9,22,0,1,1,1,0.62,0.5758,0.83,0.1642,16,134,150
8073,2011-12-08,4,0,12,0,0,4,1,2,0.26,0.2273,0.87,0.2985,0,21,21
9001,2012-01-15,1,1,1,21,0,0,0,1,0.16,0.1667,0.4,0.1642,1,71,72
5540,2011-08-23,3,0,8,17,0,2,1,1,0.72,0.6515,0.34,0.2239,133,339,472
9079,2012-01-19,1,1,1,4,0,4,1,1,0.12,0.1515,0.54,0.1045,0,1,1
5622,2011-08-27,3,0,8,3,0,6,0,2,0.7,0.6667,0.84,0.2239,8,22,30
7822,2011-11-27,4,0,11,12,0,0,0,1,0.54,0.5152,0.56,0.2836,63,193,256
8906,2012-01-11,1,1,1,22,0,3,1,3,0.34,0.3333,0.87,0.19399999999999998,0,49,49
9741,2012-02-15,1,1,2,19,0,3,1,1,0.38,0.3939,0.43,0.1642,9,302,311
8961,2012-01-14,1,1,1,5,0,6,0,1,0.14,0.1515,0.5,0.1343,0,4,4
8976,2012-01-14,1,1,1,20,0,6,0,1,0.2,0.19699999999999998,0.44,0.2537,8,95,103
8301,2011-12-17,4,0,12,12,0,6,0,2,0.28,0.2576,0.45,0.2836,28,216,244
7552,2011-11-16,4,0,11,6,0,3,1,2,0.46,0.4545,0.94,0.0896,4,52,56
8268,2011-12-16,4,0,12,3,0,5,1,1,0.46,0.4545,0.82,0.1343,2,3,5
9536,2012-02-07,1,1,2,6,0,2,1,1,0.32,0.303,0.45,0.2985,2,98,100
9144,2012-01-21,1,1,1,21,0,6,0,1,0.18,0.1515,0.74,0.3284,5,64,69
8792,2012-01-07,1,1,1,3,0,6,0,1,0.32,0.3333,0.57,0.1045,1,19,20
6289,2011-09-24,4,0,9,14,0,6,0,2,0.66,0.6212,0.74,0.1343,164,226,390
5048,2011-08-03,3,0,8,5,0,3,1,2,0.76,0.6970000000000001,0.55,0.0896,2,22,24
8526,2011-12-26,1,0,12,23,1,1,0,1,0.26,0.2727,0.7,0.1045,4,25,29
8085,2011-12-08,4,0,12,12,0,4,1,1,0.28,0.2576,0.52,0.3284,8,148,156
8399,2011-12-21,1,0,12,14,0,3,1,2,0.48,0.4697,0.88,0.3582,11,40,51
8887,2012-01-11,1,1,1,3,0,3,1,1,0.22,0.2727,0.8,0.0,0,4,4
8621,2011-12-30,1,0,12,23,0,5,1,2,0.36,0.3333,0.66,0.2537,13,60,73
8209,2011-12-13,4,0,12,16,0,2,1,1,0.38,0.3939,0.37,0.2537,13,194,207
9651,2012-02-12,1,1,2,1,0,0,0,3,0.08,0.0455,0.79,0.4627,0,24,24
8222,2011-12-14,4,0,12,5,0,3,1,2,0.26,0.303,0.81,0.0,0,26,26
7265,2011-11-04,4,0,11,7,0,5,1,2,0.4,0.4091,0.86,0.2239,10,235,245
9385,2012-01-31,1,1,1,22,0,2,1,1,0.44,0.4394,0.35,0.2985,11,118,129
9326,2012-01-29,1,1,1,11,0,0,0,1,0.28,0.2727,0.28,0.2239,57,198,255
6824,2011-10-16,4,0,10,21,0,0,0,1,0.54,0.5152,0.52,0.3881,14,88,102
7036,2011-10-25,4,0,10,18,0,2,1,1,0.52,0.5,0.42,0.1045,65,453,518
9416,2012-02-02,1,1,2,5,0,4,1,3,0.4,0.4091,0.82,0.0,0,19,19
8618,2011-12-30,1,0,12,20,0,5,1,2,0.34,0.3485,0.66,0.1045,16,75,91
8018,2011-12-05,4,0,12,17,0,1,1,1,0.42,0.4242,0.77,0.0,16,430,446
9875,2012-02-21,1,1,2,11,0,2,1,2,0.26,0.2424,0.7,0.2836,5,81,86
8794,2012-01-07,1,1,1,5,0,6,0,1,0.26,0.2727,0.75,0.1045,2,7,9
8204,2011-12-13,4,0,12,11,0,2,1,1,0.34,0.3182,0.46,0.2537,9,115,124
8679,2012-01-02,1,1,1,10,1,1,0,1,0.26,0.2424,0.35,0.2836,20,89,109
7947,2011-12-02,4,0,12,18,0,5,1,1,0.4,0.4091,0.5,0.0,10,362,372
7616,2011-11-18,4,0,11,22,0,5,1,1,0.26,0.2727,0.52,0.1045,9,88,97
9852,2012-02-20,1,1,2,11,1,1,0,1,0.26,0.2273,0.48,0.3582,45,163,208
9872,2012-02-21,1,1,2,8,0,2,1,1,0.2,0.2273,0.69,0.0896,5,459,464
9991,2012-02-26,1,1,2,7,0,0,0,1,0.2,0.1818,0.51,0.2985,2,20,22
9148,2012-01-22,1,1,1,1,0,0,0,2,0.18,0.1667,0.74,0.2985,1,49,50
7180,2011-10-31,4,0,10,18,0,1,1,1,0.4,0.4091,0.66,0.0896,30,392,422
9670,2012-02-12,1,1,2,20,0,0,0,1,0.14,0.1212,0.42,0.3284,1,56,57
9660,2012-02-12,1,1,2,10,0,0,0,1,0.12,0.1061,0.42,0.3582,8,83,91
6769,2011-10-14,4,0,10,14,0,5,1,1,0.62,0.6212,0.43,0.3582,37,119,156
8342,2011-12-19,4,0,12,5,0,1,1,1,0.14,0.1667,0.93,0.1045,0,21,21
7363,2011-11-08,4,0,11,9,0,2,1,1,0.36,0.3788,0.87,0.0,14,177,191
9805,2012-02-18,1,1,2,11,0,6,0,1,0.32,0.3333,0.57,0.1343,102,184,286
9180,2012-01-23,1,1,1,9,0,1,1,2,0.2,0.2273,0.86,0.0896,13,198,211
9393,2012-02-01,1,1,2,6,0,3,1,3,0.4,0.4091,0.54,0.1642,0,67,67
5290,2011-08-13,3,0,8,7,0,6,0,2,0.66,0.6212,0.74,0.19399999999999998,10,34,44
9822,2012-02-19,1,1,2,4,0,0,0,2,0.28,0.2576,0.41,0.3881,0,3,3
9618,2012-02-10,1,1,2,16,0,5,1,2,0.34,0.3182,0.42,0.2537,28,240,268
8637,2011-12-31,1,0,12,15,0,6,0,1,0.46,0.4545,0.47,0.4925,89,164,253
9334,2012-01-29,1,1,1,19,0,0,0,1,0.32,0.303,0.29,0.2537,14,145,159
8808,2012-01-07,1,1,1,19,0,6,0,1,0.52,0.5,0.42,0.1045,44,171,215
8538,2011-12-27,1,0,12,11,0,2,1,3,0.32,0.3333,0.66,0.1045,6,24,30
9645,2012-02-11,1,1,2,19,0,6,0,2,0.2,0.1515,0.4,0.5522,2,85,87
8044,2011-12-06,4,0,12,19,0,2,1,3,0.46,0.4545,1.0,0.2985,10,223,233
9687,2012-02-13,1,1,2,13,0,1,1,1,0.32,0.303,0.22,0.2239,11,129,140
7516,2011-11-14,4,0,11,18,0,1,1,1,0.56,0.5303,0.56,0.2836,29,460,489
6885,2011-10-19,4,0,10,11,0,3,1,3,0.52,0.5,0.94,0.2537,33,116,149
8706,2012-01-03,1,1,1,13,0,2,1,1,0.18,0.1212,0.34,0.6567,5,68,73
7926,2011-12-01,4,0,12,21,0,4,1,1,0.3,0.3182,0.61,0.1045,8,154,162
9397,2012-02-01,1,1,2,10,0,3,1,1,0.4,0.4091,0.62,0.1343,9,124,133
5215,2011-08-10,3,0,8,4,0,3,1,1,0.7,0.6515,0.54,0.1343,1,4,5
9030,2012-01-17,1,1,1,2,0,2,1,3,0.28,0.2727,0.75,0.2537,0,12,12
7585,2011-11-17,4,0,11,15,0,4,1,2,0.34,0.303,0.49,0.4478,10,106,116
9840,2012-02-19,1,1,2,22,0,0,0,3,0.24,0.2576,0.75,0.0896,8,47,55
7740,2011-11-24,4,0,11,2,1,4,0,1,0.3,0.2879,0.61,0.2836,3,19,22
8847,2012-01-09,1,1,1,10,0,1,1,1,0.24,0.2879,0.6,0.0,13,95,108
9489,2012-02-05,1,1,2,6,0,0,0,2,0.26,0.2424,0.7,0.2537,0,4,4
8409,2011-12-22,1,0,12,0,0,4,1,2,0.5,0.4848,0.82,0.1045,3,24,27
9257,2012-01-26,1,1,1,14,0,4,1,2,0.4,0.4091,0.71,0.1045,16,112,128
5523,2011-08-23,3,0,8,0,0,2,1,1,0.6,0.6212,0.43,0.19399999999999998,13,22,35
7642,2011-11-20,4,0,11,0,0,0,0,1,0.38,0.3939,0.66,0.1642,14,79,93
7727,2011-11-23,4,0,11,13,0,3,1,2,0.44,0.4394,0.54,0.4925,12,162,174
9247,2012-01-26,1,1,1,4,0,4,1,1,0.28,0.3182,0.75,0.0,0,3,3
7954,2011-12-03,4,0,12,1,0,6,0,1,0.26,0.2576,0.65,0.19399999999999998,9,62,71
8893,2012-01-11,1,1,1,9,0,3,1,2,0.2,0.2121,0.86,0.1343,7,218,225
8386,2011-12-21,1,0,12,1,0,3,1,2,0.36,0.3636,0.66,0.1045,1,10,11
9604,2012-02-10,1,1,2,2,0,5,1,1,0.26,0.2879,0.52,0.0896,7,9,16
7791,2011-11-26,4,0,11,5,0,6,0,1,0.3,0.3182,0.75,0.1045,0,3,3
9830,2012-02-19,1,1,2,12,0,0,0,2,0.28,0.2727,0.52,0.2537,71,184,255
8316,2011-12-18,4,0,12,3,0,0,0,1,0.22,0.2121,0.55,0.2239,2,16,18
7731,2011-11-23,4,0,11,17,0,3,1,3,0.38,0.3939,0.71,0.3881,7,156,163
9449,2012-02-03,1,1,2,14,0,5,1,1,0.36,0.3485,0.46,0.2239,22,148,170
8257,2011-12-15,4,0,12,16,0,4,1,3,0.46,0.4545,0.72,0.1642,7,124,131
8531,2011-12-27,1,0,12,4,0,2,1,2,0.3,0.2879,0.65,0.2239,0,3,3
8865,2012-01-10,1,1,1,5,0,2,1,1,0.4,0.4091,0.47,0.2239,0,23,23
9625,2012-02-10,1,1,2,23,0,5,1,2,0.3,0.3182,0.7,0.0896,1,64,65
5484,2011-08-21,3,0,8,9,0,0,0,1,0.72,0.6970000000000001,0.74,0.2239,80,151,231
7316,2011-11-06,4,0,11,10,0,0,0,1,0.36,0.3636,0.66,0.0896,76,186,262
8166,2011-12-11,4,0,12,21,0,0,0,1,0.22,0.2727,0.55,0.0,10,53,63
9329,2012-01-29,1,1,1,14,0,0,0,1,0.32,0.303,0.26,0.2537,51,229,280
8670,2012-01-02,1,1,1,0,1,1,0,1,0.4,0.4091,0.4,0.4627,8,31,39
8747,2012-01-05,1,1,1,6,0,4,1,2,0.2,0.2121,0.75,0.1343,0,78,78
7691,2011-11-22,4,0,11,1,0,2,1,3,0.4,0.4091,0.94,0.1343,1,5,6
7641,2011-11-19,4,0,11,23,0,6,0,1,0.38,0.3939,0.62,0.2239,20,73,93
8719,2012-01-04,1,1,1,2,0,3,1,1,0.02,0.0152,0.34,0.2836,0,1,1
8108,2011-12-09,4,0,12,11,0,5,1,1,0.32,0.303,0.7,0.2537,15,121,136
8579,2011-12-29,1,0,12,5,0,4,1,1,0.2,0.2273,0.55,0.1045,0,10,10
8673,2012-01-02,1,1,1,4,1,1,0,1,0.28,0.2576,0.45,0.3284,0,4,4
9171,2012-01-23,1,1,1,0,0,1,1,2,0.18,0.2424,0.86,0.0,2,17,19
9767,2012-02-16,1,1,2,21,0,4,1,2,0.34,0.3485,0.81,0.1045,3,142,145
9710,2012-02-14,1,1,2,12,0,2,1,2,0.3,0.2879,0.52,0.2239,10,162,172
8012,2011-12-05,4,0,12,11,0,1,1,2,0.36,0.3636,0.87,0.0896,17,106,123
8363,2011-12-20,4,0,12,2,0,2,1,2,0.34,0.3636,0.61,0.0,1,10,11
5335,2011-08-15,3,0,8,4,0,1,1,1,0.6,0.5606,0.83,0.1343,1,4,5
7977,2011-12-04,4,0,12,0,0,0,0,1,0.3,0.3182,0.7,0.1045,19,64,83
8293,2011-12-17,4,0,12,4,0,6,0,1,0.24,0.2424,0.65,0.1642,0,9,9
9534,2012-02-07,1,1,2,4,0,2,1,2,0.3,0.3333,0.7,0.0,0,3,3
7734,2011-11-23,4,0,11,20,0,3,1,1,0.36,0.3333,0.62,0.3881,1,67,68
7782,2011-11-25,4,0,11,20,0,5,1,1,0.4,0.4091,0.58,0.0896,19,76,95
8045,2011-12-06,4,0,12,20,0,2,1,3,0.46,0.4545,1.0,0.2985,3,107,110
9753,2012-02-16,1,1,2,7,0,4,1,2,0.3,0.303,0.7,0.1343,3,285,288
7775,2011-11-25,4,0,11,13,0,5,1,1,0.5,0.4848,0.45,0.2239,143,140,283
8702,2012-01-03,1,1,1,9,0,2,1,1,0.16,0.1364,0.5,0.2836,8,145,153
9007,2012-01-16,1,1,1,3,1,1,0,1,0.12,0.19699999999999998,0.5,0.0,0,3,3
9269,2012-01-27,1,1,1,2,0,5,1,1,0.42,0.4242,0.94,0.1343,2,11,13
8704,2012-01-03,1,1,1,11,0,2,1,1,0.18,0.1364,0.37,0.5224,12,63,75
9933,2012-02-23,1,1,2,21,0,4,1,1,0.44,0.4394,0.51,0.2239,17,205,222
8852,2012-01-09,1,1,1,15,0,1,1,3,0.22,0.2273,0.75,0.1642,5,64,69
7604,2011-11-18,4,0,11,10,0,5,1,1,0.26,0.2424,0.41,0.2836,10,105,115
9130,2012-01-21,1,1,1,7,0,6,0,3,0.16,0.1667,0.93,0.1642,3,10,13
7666,2011-11-21,4,0,11,0,0,1,1,2,0.46,0.4545,0.94,0.0,4,13,17
9543,2012-02-07,1,1,2,13,0,2,1,1,0.44,0.4394,0.38,0.2537,15,169,184
8245,2011-12-15,4,0,12,4,0,4,1,2,0.32,0.303,0.7,0.2239,0,6,6
7247,2011-11-03,4,0,11,13,0,4,1,2,0.52,0.5,0.48,0.2537,19,150,169
8597,2011-12-29,1,0,12,23,0,4,1,1,0.3,0.303,0.65,0.1642,1,44,45
7888,2011-11-30,4,0,11,7,0,3,1,1,0.26,0.2727,0.81,0.1045,9,276,285
9290,2012-01-27,1,1,1,23,0,5,1,1,0.32,0.2879,0.49,0.4179,8,78,86
9027,2012-01-16,1,1,1,23,1,1,0,3,0.26,0.2273,0.7,0.2985,0,28,28
8332,2011-12-18,4,0,12,19,0,0,0,1,0.26,0.2727,0.52,0.1343,5,130,135
7937,2011-12-02,4,0,12,8,0,5,1,1,0.24,0.2879,0.87,0.0,13,432,445
8947,2012-01-13,1,1,1,15,0,5,1,1,0.26,0.2121,0.33,0.5821,15,123,138
9989,2012-02-26,1,1,2,5,0,0,0,1,0.22,0.2121,0.44,0.2239,0,5,5
9089,2012-01-19,1,1,1,14,0,4,1,1,0.24,0.2273,0.44,0.19399999999999998,15,104,119
8849,2012-01-09,1,1,1,12,0,1,1,2,0.26,0.2727,0.56,0.1045,10,93,103
7922,2011-12-01,4,0,12,17,0,4,1,1,0.36,0.3485,0.46,0.1343,9,409,418
8170,2011-12-12,4,0,12,1,0,1,1,1,0.2,0.2576,0.69,0.0,0,9,9
7697,2011-11-22,4,0,11,7,0,2,1,3,0.38,0.3939,0.94,0.2239,2,119,121
8303,2011-12-17,4,0,12,14,0,6,0,1,0.28,0.2576,0.45,0.3582,30,207,237
8996,2012-01-15,1,1,1,16,0,0,0,1,0.22,0.2121,0.29,0.2985,31,174,205
9576,2012-02-08,1,1,2,22,0,3,1,2,0.24,0.2424,0.87,0.1343,3,95,98
8474,2011-12-24,1,0,12,17,0,6,0,1,0.28,0.2879,0.45,0.1343,15,53,68
8446,2011-12-23,1,0,12,13,0,5,1,1,0.4,0.4091,0.5,0.4627,17,177,194
7487,2011-11-13,4,0,11,13,0,0,0,2,0.52,0.5,0.29,0.4179,105,234,339
7588,2011-11-17,4,0,11,18,0,4,1,1,0.32,0.3182,0.39,0.19399999999999998,9,298,307
8786,2012-01-06,1,1,1,21,0,5,1,1,0.4,0.4091,0.43,0.2239,17,137,154
7839,2011-11-28,4,0,11,6,0,1,1,1,0.42,0.4242,0.82,0.0896,6,98,104
7777,2011-11-25,4,0,11,15,0,5,1,1,0.52,0.5,0.36,0.19399999999999998,165,145,310
9425,2012-02-02,1,1,2,14,0,4,1,1,0.4,0.4091,0.76,0.1045,12,129,141
9663,2012-02-12,1,1,2,13,0,0,0,1,0.16,0.1212,0.4,0.4478,10,128,138
8324,2011-12-18,4,0,12,11,0,0,0,2,0.24,0.2273,0.6,0.2239,20,168,188
8687,2012-01-02,1,1,1,18,1,1,0,1,0.26,0.2424,0.33,0.2537,13,113,126
8398,2011-12-21,1,0,12,13,0,3,1,3,0.44,0.4394,0.94,0.2985,3,55,58
8356,2011-12-19,4,0,12,19,0,1,1,2,0.36,0.3485,0.53,0.1642,17,234,251
8296,2011-12-17,4,0,12,7,0,6,0,2,0.26,0.2576,0.56,0.2239,0,20,20
9074,2012-01-18,1,1,1,23,0,3,1,1,0.16,0.1364,0.47,0.2985,2,36,38
8003,2011-12-05,4,0,12,2,0,1,1,1,0.32,0.3485,0.87,0.0,0,8,8
8305,2011-12-17,4,0,12,16,0,6,0,1,0.28,0.2727,0.45,0.2239,30,192,222
9541,2012-02-07,1,1,2,11,0,2,1,1,0.36,0.3485,0.46,0.19399999999999998,9,120,129
7771,2011-11-25,4,0,11,9,0,5,1,1,0.32,0.3485,0.76,0.0,25,70,95
8024,2011-12-05,4,0,12,23,0,1,1,2,0.46,0.4545,0.88,0.1343,8,54,62
9553,2012-02-07,1,1,2,23,0,2,1,1,0.32,0.3333,0.57,0.1343,2,49,51
7821,2011-11-27,4,0,11,11,0,0,0,1,0.5,0.4848,0.63,0.3582,83,157,240
7975,2011-12-03,4,0,12,22,0,6,0,2,0.32,0.3333,0.61,0.0896,17,97,114
8487,2011-12-25,1,0,12,7,0,0,0,1,0.22,0.2424,0.8,0.1045,0,4,4
8571,2011-12-28,1,0,12,21,0,3,1,1,0.22,0.2273,0.44,0.1343,7,63,70
8914,2012-01-12,1,1,1,6,0,4,1,3,0.36,0.3485,0.93,0.1343,1,88,89
5901,2011-09-08,3,0,9,9,0,4,1,2,0.62,0.5152,1.0,0.2537,4,65,69
7008,2011-10-24,4,0,10,14,0,1,1,2,0.54,0.5152,0.64,0.19399999999999998,63,143,206
8273,2011-12-16,4,0,12,8,0,5,1,1,0.36,0.3333,0.46,0.4179,10,449,459
8634,2011-12-31,1,0,12,12,0,6,0,1,0.52,0.5,0.39,0.2985,93,180,273
9509,2012-02-06,1,1,2,2,0,1,1,1,0.22,0.2727,0.75,0.0,0,3,3
8983,2012-01-15,1,1,1,3,0,0,0,2,0.16,0.1364,0.48,0.3881,1,24,25
7924,2011-12-01,4,0,12,19,0,4,1,1,0.34,0.3485,0.46,0.1045,9,219,228
7874,2011-11-29,4,0,11,17,0,2,1,2,0.4,0.4091,0.87,0.2985,8,346,354
9921,2012-02-23,1,1,2,9,0,4,1,1,0.36,0.3333,0.81,0.2537,14,228,242
9952,2012-02-24,1,1,2,16,0,5,1,3,0.4,0.4091,0.87,0.19399999999999998,12,166,178
8923,2012-01-12,1,1,1,15,0,4,1,1,0.44,0.4394,0.72,0.1343,32,156,188
7701,2011-11-22,4,0,11,11,0,2,1,3,0.4,0.4091,0.94,0.1343,4,28,32
9602,2012-02-10,1,1,2,0,0,5,1,2,0.28,0.303,0.65,0.0896,4,39,43
17149,2012-12-22,1,1,12,7,0,6,0,1,0.26,0.2273,0.44,0.4179,2,18,20
15576,2012-10-16,4,1,10,4,0,2,1,1,0.42,0.4242,0.67,0.1642,0,7,7
3369,2011-05-25,2,0,5,6,0,3,1,1,0.56,0.5303,0.94,0.0896,4,113,117
15912,2012-10-31,4,1,10,16,0,3,1,2,0.42,0.4242,0.54,0.2239,51,373,424
16229,2012-11-13,4,1,11,22,0,2,1,1,0.26,0.2273,0.56,0.3284,15,120,135
17155,2012-12-22,1,1,12,13,0,6,0,1,0.32,0.2879,0.36,0.4478,23,135,158
2816,2011-05-02,2,0,5,5,0,1,1,2,0.44,0.4394,0.77,0.1343,4,16,20
16754,2012-12-05,4,1,12,20,0,3,1,1,0.34,0.303,0.46,0.3881,19,274,293
16128,2012-11-09,4,1,11,17,0,5,1,1,0.42,0.4242,0.44,0.1343,61,593,654
16999,2012-12-16,4,1,12,1,0,0,0,3,0.34,0.3485,0.76,0.1045,14,82,96
17179,2012-12-23,1,1,12,13,0,0,0,1,0.32,0.303,0.39,0.2239,63,123,186
17047,2012-12-18,4,1,12,1,0,2,1,2,0.44,0.4394,0.94,0.1343,0,15,15
15793,2012-10-25,4,1,10,5,0,4,1,2,0.52,0.5,0.88,0.1642,2,53,55
16391,2012-11-20,4,1,11,16,0,2,1,2,0.42,0.4242,0.62,0.0896,60,335,395
15959,2012-11-02,4,1,11,15,0,5,1,2,0.4,0.4091,0.4,0.4179,51,255,306
16925,2012-12-12,4,1,12,23,0,3,1,2,0.28,0.2727,0.56,0.2239,3,76,79
15377,2012-10-07,4,1,10,21,0,0,0,1,0.38,0.3939,0.87,0.1045,22,91,113
3044,2011-05-11,2,0,5,17,0,3,1,1,0.64,0.6212,0.47,0.1045,17,242,259
15971,2012-11-03,4,1,11,3,0,6,0,2,0.34,0.3182,0.49,0.2537,6,22,28
